ID,SegmentID,Roadway Name,From,To,Direction,Date,Veh Class Type,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/15/2014,Auto,93,65,34,27,21,47,135,391,448,269,248,260,289,307,411,482,594,686,622,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/15/2014,Taxis,8,2,1,4,2,1,0,7,9,6,3,5,3,4,7,9,9,1,9,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/16/2014,Commercial,1,5,3,1,8,5,12,38,23,41,25,31,43,36,45,39,44,32,39,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/16/2014,Medium Truck,3,1,0,0,0,3,5,15,14,21,17,15,8,16,14,28,21,16,14,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/17/2014,Heavy Truck,0,5,2,3,3,10,13,14,8,12,17,15,8,6,5,3,9,5,3,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/17/2014,School Bus,0,0,0,0,0,0,15,7,15,2,1,0,4,2,12,17,5,3,0,,,,,
53,151192,Francis Lewis Boulevard,115 Road,115 Road,SB,10/18/2014,Other Bus,0,0,0,0,0,0,2,8,9,5,3,3,6,3,11,9,9,6,5,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Auto,,,,,,,,124,97,89,78,96,116,155,135,139,197,214,204,163,189,151,102,95
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Taxis,,,,,,,,92,125,172,130,100,97,83,80,109,142,105,101,67,56,74,36,37
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Commercial,,,,,,,,10,15,23,29,32,31,23,17,19,36,28,16,15,15,9,7,5
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Medium Truck,,,,,,,,0,7,7,9,10,7,6,2,6,4,2,1,8,4,3,0,2
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Heavy Truck,,,,,,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,School Bus,,,,,,,,14,2,1,1,0,1,3,9,20,19,2,0,0,0,0,0,0
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/29/2014,Other Bus,,,,,,,,7,6,8,5,8,5,5,8,7,6,6,8,8,6,5,3,3
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Auto,50,43,40,23,25,36,70,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Taxis,24,35,36,25,23,14,25,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Commercial,3,5,2,3,1,3,3,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Medium Truck,0,4,1,2,5,3,3,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Heavy Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,School Bus,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,NB,10/30/2014,Other Bus,1,3,1,0,3,2,4,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Auto,,,,,,,,384,317,214,178,191,182,167,207,220,200,222,242,180,132,132,79,69
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Taxis,,,,,,,,165,213,184,129,111,127,120,129,145,134,143,126,99,58,81,51,60
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Commercial,,,,,,,,58,66,47,52,43,44,55,53,30,33,19,15,15,11,5,9,12
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Medium Truck,,,,,,,,11,13,12,17,13,13,12,6,4,4,3,1,0,1,2,1,5
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Heavy Truck,,,,,,,,0,1,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,School Bus,,,,,,,,33,10,1,1,0,1,0,7,20,8,2,1,0,0,1,0,0
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/29/2014,Other Bus,,,,,,,,9,7,11,8,5,5,6,9,10,7,7,6,5,8,4,4,4
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Auto,41,50,24,17,11,41,83,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Taxis,34,33,20,18,15,33,59,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Commercial,6,6,1,0,2,11,24,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Medium Truck,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Heavy Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,School Bus,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,
54,69154,Frederick Douglass Boulevard,West 147 Street,West 148 Street,SB,10/30/2014,Other Bus,3,4,0,0,0,3,2,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Auto,,,,,,,,114,179,162,181,194,194,180,200,184,233,305,218,189,140,66,55,36
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Taxis,,,,,,,,17,24,32,15,33,35,21,20,45,43,53,29,21,32,26,13,18
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Commercial,,,,,,,,11,13,14,15,6,15,26,15,19,19,12,17,10,1,4,1,3
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Medium Truck,,,,,,,,5,9,5,6,9,3,9,10,5,2,3,2,1,0,1,0,3
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Heavy Truck,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,School Bus,,,,,,,,3,7,1,0,2,1,1,10,5,2,1,3,0,0,0,0,0
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/12/2014,Other Bus,,,,,,,,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Auto,33,13,14,17,32,67,84,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Taxis,16,7,9,9,5,15,14,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Commercial,0,0,0,0,1,3,15,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Medium Truck,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Heavy Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,School Bus,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
55,69698,Gerard Avenue,150 Street,151 Street,NB,11/13/2014,Other Bus,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Auto,,,,,,,,,,,,,,,,,,,,5338,7249,3951,3152,2942
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Taxis,,,,,,,,,,,,,,,,,,,,72,43,42,65,89
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Commercial,,,,,,,,,,,,,,,,,,,,80,58,37,34,17
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Medium Truck,,,,,,,,,,,,,,,,,,,,5,1,4,2,1
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Heavy Truck,,,,,,,,,,,,,,,,,,,,1,0,2,4,0
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,School Bus,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/06/2014,Other Bus,,,,,,,,,,,,,,,,,,,,1,5,2,2,0
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Auto,1765,795,461,347,426,1115,3096,6108,5721,3926,3513,3843,4608,4543,6481,6848,6717,6488,5401,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Taxis,115,97,50,31,25,27,17,25,31,63,74,62,85,95,123,104,48,80,86,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Commercial,9,3,4,9,9,31,45,52,69,110,74,83,105,84,104,81,88,71,75,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Medium Truck,3,0,1,1,1,2,1,3,1,3,2,2,0,8,1,4,1,1,1,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Heavy Truck,0,0,0,1,1,0,0,0,2,0,1,0,0,12,0,0,0,0,0,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,School Bus,0,0,0,0,0,7,82,75,86,42,21,17,30,125,74,34,25,11,10,,,,,
56,138767,Grand Central Parkway,141 Street,Main Street,EB,10/07/2014,Other Bus,0,0,0,0,1,2,2,8,19,3,1,3,0,0,0,9,0,0,1,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Auto,,,,,,,,,,,,,,,,,,,,3182,2141,1914,1330,860
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Taxis,,,,,,,,,,,,,,,,,,,,95,44,44,30,33
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Commercial,,,,,,,,,,,,,,,,,,,,29,22,25,5,10
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Medium Truck,,,,,,,,,,,,,,,,,,,,2,2,1,5,1
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Heavy Truck,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,School Bus,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/06/2014,Other Bus,,,,,,,,,,,,,,,,,,,,18,13,2,4,1
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Auto,513,220,177,245,730,3210,5780,4705,4480,3796,3107,2331,2555,2027,2740,3623,3567,3489,3084,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Taxis,24,16,31,34,47,124,189,124,93,88,102,67,75,72,65,81,76,67,42,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Commercial,2,6,10,14,24,65,124,68,56,77,88,75,62,26,52,79,64,41,25,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Medium Truck,2,0,1,1,7,1,0,0,0,0,4,2,3,1,7,2,6,0,4,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Heavy Truck,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,School Bus,0,0,0,0,0,7,33,18,63,42,15,7,23,36,30,98,42,19,3,,,,,
56,153839,Grand Central Parkway,141 Street,Main Street,WB,10/07/2014,Other Bus,0,0,0,0,2,2,3,6,5,15,10,3,11,9,9,12,11,8,16,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Auto,,,,,,,,205,327,337,242,327,390,368,325,419,731,975,837,608,539,401,310,179
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Taxis,,,,,,,,43,104,158,97,84,49,72,58,65,110,127,132,74,68,42,51,33
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Commercial,,,,,,,,4,12,9,7,5,11,34,15,16,17,22,22,16,2,3,1,1
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Medium Truck,,,,,,,,1,4,1,1,2,3,2,3,2,2,4,5,2,0,0,0,0
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Heavy Truck,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,School Bus,,,,,,,,5,3,2,2,2,16,3,34,33,18,7,1,2,0,0,0,0
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/08/2014,Other Bus,,,,,,,,3,1,5,3,5,4,6,10,5,9,5,1,0,0,0,0,0
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Auto,97,59,36,22,25,55,105,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Taxis,45,28,13,9,3,7,30,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Commercial,2,1,0,0,2,1,8,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Medium Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Heavy Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,School Bus,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,NB,10/09/2014,Other Bus,0,0,0,0,1,3,2,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Auto,,,,,,,,401,556,510,369,327,394,404,495,506,503,571,561,404,351,219,185,145
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Taxis,,,,,,,,79,119,142,85,55,67,60,103,111,103,92,103,77,57,40,39,28
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Commercial,,,,,,,,12,5,12,4,10,11,6,17,17,10,10,11,12,3,2,3,2
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Medium Truck,,,,,,,,7,10,7,5,1,3,3,3,0,0,3,5,1,1,1,3,1
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Heavy Truck,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Auto,73,29,18,43,44,157,480,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,School Bus,,,,,,,,24,34,7,3,2,13,22,3,13,3,5,4,1,3,1,0,0
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/08/2014,Other Bus,,,,,,,,8,8,4,5,3,1,3,6,1,2,3,0,0,2,3,1,4
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Auto,96,30,17,28,35,154,314,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Taxis,54,38,35,40,42,51,104,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Commercial,5,7,3,2,2,5,5,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Medium Truck,1,0,0,0,0,3,7,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Heavy Truck,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,School Bus,0,0,0,0,2,3,5,,,,,,,,,,,,,,,,,
57,176286,Grand Concourse,East 187 Street,East 188 Street,SB,10/09/2014,Other Bus,1,0,0,0,1,3,4,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Auto,,,,,,,,401,329,302,265,278,284,293,379,473,516,567,539,347,288,217,156,128
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Taxis,,,,,,,,14,14,28,25,33,33,22,24,26,19,40,31,26,29,32,24,25
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Commercial,,,,,,,,68,77,92,83,84,97,77,103,105,91,84,57,24,26,8,11,12
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Medium Truck,,,,,,,,96,84,72,81,94,70,96,78,81,61,47,28,29,12,12,11,11
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Heavy Truck,,,,,,,,13,8,17,19,19,14,15,15,18,8,2,11,8,8,10,4,5
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,School Bus,,,,,,,,4,7,3,3,1,0,0,0,2,2,0,0,0,0,0,0,0
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/01/2014,Other Bus,,,,,,,,6,7,6,3,4,5,1,0,3,4,2,6,6,3,3,4,3
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Auto,101,42,34,26,31,162,294,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Taxis,33,24,23,11,8,12,13,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Commercial,11,2,7,5,10,23,47,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Medium Truck,11,6,9,9,17,30,50,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Heavy Truck,4,3,6,5,8,25,26,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,School Bus,0,0,0,1,0,1,4,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,EB,10/02/2014,Other Bus,2,1,1,1,0,2,3,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Auto,,,,,,,,379,441,403,383,348,325,324,377,501,495,575,345,278,246,160,124,108
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Taxis,,,,,,,,12,35,48,43,38,48,48,39,49,55,49,25,23,10,9,5,7
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Commercial,,,,,,,,49,115,107,87,56,66,57,40,61,80,68,23,23,27,13,9,10
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Medium Truck,,,,,,,,65,73,134,88,89,77,79,52,73,56,59,22,9,7,8,5,15
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Heavy Truck,,,,,,,,16,12,20,13,12,10,8,14,11,11,4,3,6,6,3,3,5
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,School Bus,,,,,,,,4,10,4,4,3,0,3,3,3,1,1,0,0,0,0,0,0
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/01/2014,Other Bus,,,,,,,,3,5,4,2,6,3,3,1,3,4,4,8,3,3,4,3,2
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Taxis,5,10,4,5,3,8,6,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Commercial,4,7,8,17,18,20,79,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Medium Truck,6,3,7,13,12,17,65,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Heavy Truck,5,7,5,12,10,11,8,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,School Bus,0,0,0,1,0,6,10,,,,,,,,,,,,,,,,,
58,35672,Greenpoint Avenue,Henry Street,Russell Street,WB,10/02/2014,Other Bus,1,0,1,0,1,3,4,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Auto,,,,,,,1112,2326,2479,1802,1515,1773,1825,2327,2792,3332,3342,3421,3548,3188,3012,3044,3402,2553
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Taxis,,,,,,,158,145,362,224,194,288,357,218,235,199,200,163,250,219,294,451,494,397
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Commercial,,,,,,,48,56,148,113,115,138,134,84,173,196,144,92,99,60,42,59,45,19
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Medium Truck,,,,,,,1,3,8,3,5,5,4,5,2,3,0,1,2,2,3,1,0,0
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Heavy Truck,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,School Bus,,,,,,,17,38,141,28,6,7,18,18,23,43,36,13,11,4,1,1,4,1
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/23/2014,Other Bus,,,,,,,4,5,3,6,2,6,2,2,3,3,0,0,2,0,0,0,0,3
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Auto,1712,773,520,384,353,473,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Taxis,374,271,235,175,159,77,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Commercial,11,18,8,12,8,21,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Medium Truck,1,4,1,1,2,0,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Heavy Truck,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,School Bus,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
59,223756,Henry Hudson Parkway,106 Street,107 Street,NB,10/24/2014,Other Bus,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Auto,,,,,,,3257,3905,4305,4148,3709,3035,2781,2631,2909,3216,3896,4244,3738,2855,1983,2063,1751,1044
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Taxis,,,,,,,230,286,206,405,452,432,286,247,214,207,482,424,403,281,210,273,339,409
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Commercial,,,,,,,126,199,160,229,252,248,231,264,159,146,187,167,101,50,49,25,36,106
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Medium Truck,,,,,,,1,1,7,3,4,2,5,2,4,2,3,1,0,0,0,1,3,2
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Heavy Truck,,,,,,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,School Bus,,,,,,,49,105,48,10,35,11,15,64,72,88,50,14,9,2,0,1,0,0
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/23/2014,Other Bus,,,,,,,0,6,2,11,2,0,2,12,7,6,10,8,2,2,4,1,2,3
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Auto,637,418,244,235,339,1655,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Taxis,365,274,188,127,70,168,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Commercial,23,29,19,18,46,149,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Medium Truck,2,1,0,1,0,3,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Heavy Truck,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,School Bus,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,
59,227110,Henry Hudson Parkway,106 Street,107 Street,SB,10/24/2014,Other Bus,1,0,0,1,2,0,,,,,,,,,,,,,,,,,,
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Auto,,,,,,,,,,,,,,,,,,,,2030,1326,1282,1386,492
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Taxis,,,,,,,,,,,,,,,,,,,,170,143,205,246,141
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Commercial,,,,,,,,,,,,,,,,,,,,7,3,0,4,1
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Medium Truck,,,,,,,,,,,,,,,,,,,,1,0,0,3,1
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Heavy Truck,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,School Bus,,,,,,,,,,,,,,,,,,,,6,0,1,0,0
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/11/2014,Other Bus,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/12/2014,Auto,251,89,28,31,28,90,516,1194,1524,1009,854,832,974,1108,1602,1909,2320,2470,2653,,,,,
60,189377,Henry Hudson Parkway,Dyckman Street,Henry Hudson Bridge,NB,11/12/2014,Taxis,80,30,29,19,20,21,24,52,100,71,65,79,63,70,95,175,238,244,222,,,,,
